Value	Abbreviation	Standard Name	Units	Description	Code space	Code space Index
2438		tendency_of_atmosphere_moles_of_noy_expressed_as_nitrogen	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Noy'' describes a family of chemical species. The family usually includes atomic nitrogen (N), nitrogen monoxide (NO), nitrogen dioxide (NO2), dinitrogen pentoxide (N2O5), nitric acid (HNO3), peroxynitric acid (HNO4), bromine nitrate (BrONO2) , chlorine nitrate (ClONO2) and organic nitrates (most notably peroxyacetyl nitrate, sometimes referred to as PAN, (CH3COO2NO2)). The list of individual species that are included in a quantity having a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
2439		tendency_of_atmosphere_moles_of_ozone	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ozone is O3.	CF-44	
2440		tendency_of_atmosphere_moles_of_peroxyacetyl_nitrate	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for peroxyacetyl nitrate, sometimes referred to as PAN, is CH3COO2NO2.  The IUPAC name for peroxyacetyl_nitrate is nitroethaneperoxoate.	CF-44	
2441		tendency_of_atmosphere_moles_of_peroxynitric_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for peroxynitric acid, sometimes referred to as PNA, is HO2NO2.	CF-44	
2442		tendency_of_atmosphere_moles_of_propane	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for propane is C3H8. Propane is a member of the group of hydrocarbons known as alkanes.  There are standard names for the alkane group as well as for some of the individual species.	CF-44	
2443		tendency_of_atmosphere_moles_of_propene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for propene is C3H6. Propene is a member of the group of hydrocarbons known as alkenes.  There are standard names for the alkene group as well as for some of the individual species.	CF-44	
2444		tendency_of_atmosphere_moles_of_radon	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for radon is Rn.	CF-44	
2445		tendency_of_atmosphere_moles_of_sulfate_dry_aerosol_particles	mol s-1	The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. ''Dry aerosol particles'' means aerosol particles without any water uptake. ''tendency_of_X'' means derivative of X with respect to time. The chemical formula for the sulfate anion is SO4(2-).	CF-44	
2446		tendency_of_atmosphere_moles_of_sulfur_dioxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for sulfur dioxide is SO2.	CF-44	
2447		tendency_of_atmosphere_moles_of_toluene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for toluene is C6H5CH3.  Toluene has the same structure as benzene, except that one of the hydrogen atoms is replaced by a methyl group.  The systematic name for toluene is methylbenzene.	CF-44	
2448		tendency_of_atmosphere_moles_of_water_vapor	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe.	CF-44	
2449		tendency_of_atmosphere_moles_of_xylene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for xylene is C6H4C2H6. In chemistry, xylene is a generic term for a group of three isomers of dimethylbenzene. The IUPAC names for the isomers are 1,2-dimethylbenzene, 1,3-dimethylbenzene and 1,4-dimethylbenzene. Xylene is an aromatic hydrocarbon. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species.	CF-44	
2450		tendency_of_atmosphere_number_content_of_aerosol_particles_due_to_dry_deposition	m-2 s-1	Content indicates a quantity per unit area. The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. The specification of a physical process by the phrase due_to_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity named by omitting the phrase. ''Dry deposition'' is the sum of turbulent deposition and gravitational settling. ''tendency_of_X'' means derivative of X with respect to time.	CF-44	
2451		tendency_of_atmosphere_number_content_of_aerosol_particles_due_to_gravitational_settling	m-2 s-1	Content indicates a quantity per unit area. The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. The sum of turbulent deposition and gravitational settling is dry deposition. ''tendency_of_X'' means derivative of X with respect to time.	CF-44	
2452		tendency_of_atmosphere_number_content_of_aerosol_particles_due_to_turbulent_depostion	m-2 s-1	Content indicates a quantity per unit area. The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. The sum of turbulent deposition and gravitational settling is dry deposition. ''tendency_of_X'' means derivative of X with respect to time.	CF-44	
2453		tendency_of_atmosphere_number_content_of_aerosol_particles_due_to_wet_deposition	m-2 s-1	Content indicates a quantity per unit area. The ''atmosphere content'' of a quantity refers to the vertical integral from the surface to the top of the atmosphere. For the content between specified levels in the atmosphere, standard names including content_of_atmosphere_layer are used. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. ''Wet deposition'' means deposition by precipitation. ''tendency_of_X'' means derivative of X with respect to time.	CF-44	
